runner_id,age,sex,residence,split_1_segment_time,split_1_overall_place,split_1_pace,split_2_segment_time,split_2_overall_place,split_2_pace,split_3_segment_time,split_3_overall_place,split_3_pace,split_4_segment_time,split_4_overall_place,split_4_pace,split_5_segment_time,split_5_overall_place,split_5_pace,split_6_segment_time,split_6_overall_place,split_6_pace,split_7_segment_time,split_7_overall_place,split_7_pace,chipstart
4316,47.0,M,MN,1419,982,457,1415,1045,456,3131,969,455,2505,721,453,1045,436,443,1395,472,465,991,456,451,38
4318,41.0,M,MN,1546,2167,498,1595,3006,514,3723,4037,541,3977,7412,718,2061,8433,874,2405,7481,802,1484,5912,675,52
4319,36.0,M,MN,1354,614,436,1353,675,436,3017,655,439,2439,527,440,1061,493,450,1389,453,463,977,403,444,26
4320,25.0,M,MN,1589,2566,512,1533,2247,494,3398,2104,494,2669,1254,482,1148,1083,487,1460,714,487,1016,582,462,76
4321,25.0,M,MN,1589,2567,512,1533,2240,494,3398,2108,494,2669,1255,482,1148,1085,487,1460,715,487,1015,578,462,76
4322,56.0,M,MN,1736,4700,559,1620,3289,522,3701,3798,538,3347,4996,604,1514,5146,642,2396,7446,799,1497,6037,681,66
4323,50.0,M,MN,1299,452,418,1315,540,424,2944,547,428,2408,474,435,1041,417,442,1363,384,455,998,485,454,15
4324,22.0,M,MN,1645,3184,530,1631,3403,525,3470,2434,504,2737,1555,494,1134,978,481,1379,421,460,989,450,450,120
4325,35.0,M,MN,1551,2205,499,1533,2234,494,3547,2866,516,3327,4891,601,1428,4244,606,1841,3542,614,1247,2869,567,108
4326,30.0,M,MN,1358,634,437,1361,709,438,3018,657,439,2524,768,456,1043,428,443,1341,309,447,878,132,400,46
4327,20.0,M,MN,1504,1654,484,1531,2214,493,3844,4778,559,3756,6761,678,1947,8055,826,2218,6510,740,1695,7524,771,300
4328,26.0,M,MN,1528,1982,492,1482,1634,477,3286,1542,478,2775,1744,501,1297,2644,550,2066,5455,689,1608,6990,731,82
4329,30.0,M,MN,1198,173,386,1176,149,379,2616,149,380,2083,114,376,889,95,377,1214,123,405,926,245,421,2
4330,34.0,F,MN,1652,3303,532,1629,3379,525,3608,3190,524,2947,2657,532,1276,2350,541,1633,1741,545,1162,1792,528,134
4331,31.0,M,MN,1255,286,404,1245,290,401,2749,246,400,2223,210,402,986,243,418,1271,198,424,913,201,415,11
4336,31.0,M,MN,1694,3914,546,1624,3324,523,3590,3095,522,2837,2073,512,1199,1528,508,1625,1684,542,1246,2858,567,108
4337,25.0,M,MN,1931,7015,622,1877,6584,605,4139,6226,602,3909,7227,706,1731,6991,734,2192,6354,731,1559,6624,709,151
4338,28.0,M,MN,1451,1240,467,1495,1831,482,3338,1750,485,2692,1341,486,1205,1581,511,1729,2562,577,1308,3638,595,57
4339,34.0,M,MN,1298,443,418,1309,511,422,2914,483,424,2394,444,432,1073,569,455,1825,3412,609,1677,7432,763,15
4340,28.0,M,MN,1527,1969,492,1586,2886,511,3441,2296,500,2977,2826,538,1253,2067,531,1828,3432,610,1200,2259,546,300
4341,22.0,F,MN,1772,5226,571,1739,5038,560,3837,4738,558,3087,3563,558,1333,3104,565,1767,2922,589,1230,2648,559,452
4342,24.0,M,MN,1690,3859,544,1570,2648,506,3579,3037,520,3499,5740,632,2088,8504,886,2500,7828,834,1732,7718,788,94
4344,38.0,M,MN,1398,880,450,1392,905,449,3166,1069,460,2936,2603,530,1367,3506,580,1949,4517,650,1420,5128,646,34
4345,33.0,M,MN,1626,2944,524,1509,1999,486,3365,1882,489,2767,1715,500,1214,1688,515,1567,1310,523,1092,1087,497,60
4346,48.0,M,MN,1527,1974,492,1516,2062,488,3468,2420,504,2934,2583,530,1318,2914,559,1809,3300,603,1299,3530,591,104
4347,38.0,M,MN,1821,5897,586,1739,5041,560,4381,7160,637,3768,6801,680,1554,5572,659,1956,4563,652,1406,4962,640,695
4348,35.0,M,MN,1217,197,392,1228,241,396,2762,261,402,2223,213,402,968,204,411,1270,197,424,952,335,433,8
4349,41.0,M,MN,1519,1839,489,1469,1529,473,3242,1373,471,2607,1044,471,1113,803,472,1449,666,483,1083,1028,493,81
4351,42.0,M,MN,1283,377,413,1268,350,408,2847,380,414,2417,491,437,1276,2343,541,2155,6135,719,2143,8775,974,14
4352,45.0,M,MN,1404,910,452,1445,1350,466,3181,1116,462,2673,1265,483,1109,778,470,1592,1461,531,1080,1004,491,16
4353,30.0,M,MN,1458,1304,470,1411,1011,455,3198,1164,465,2581,924,466,1127,917,478,1525,1033,509,1112,1276,506,71
4354,46.0,M,MN,1312,501,423,1313,533,423,2940,542,427,2416,489,436,1058,489,449,1434,624,478,988,443,449,17
4355,53.0,M,MN,1739,4736,560,1619,3279,521,3648,3427,530,3042,3246,549,1324,2989,562,1771,2961,591,1234,2688,561,40
4356,46.0,M,MN,1738,4726,560,1710,4551,551,3702,3811,538,3001,2980,542,1294,2587,549,1855,3683,619,1382,4617,628,432
4357,25.0,M,MN,1391,845,448,1422,1100,458,3087,871,449,2459,577,444,1067,538,453,1379,420,460,944,302,429,349
4358,44.0,M,MN,1354,617,436,1356,679,437,3048,785,443,2851,2151,515,1312,2837,557,1760,2851,587,1435,5315,653,36
4359,23.0,M,MN,1427,1011,460,1437,1243,463,3051,792,444,2526,774,456,1170,1280,496,1724,2523,575,1264,3097,575,67
4360,46.0,M,MN,1435,1066,462,1449,1364,467,3241,1367,471,2651,1199,479,1130,944,479,1488,834,496,1017,594,463,29
4361,34.0,M,MN,1441,1116,464,1429,1158,460,3240,1362,471,2684,1311,485,1177,1336,499,1585,1422,529,1129,1457,514,55
4362,25.0,M,MN,1363,647,439,1346,638,434,4712,7952,685,5151,8799,930,2288,8779,970,2789,8616,930,2072,8720,942,66
4364,19.0,M,MN,1258,294,405,1270,359,409,2834,358,412,2446,542,442,1197,1514,508,1743,2699,581,1192,2160,542,17
4365,26.0,M,MN,1309,491,422,1299,460,418,2933,528,426,2490,653,450,1124,903,477,1517,987,506,1101,1154,501,95
4366,35.0,M,MN,1396,871,450,1345,632,433,2982,610,433,2367,392,428,1010,314,429,1295,239,432,929,257,423,34
4367,28.0,M,MN,1456,1289,469,1520,2123,490,3830,4688,557,3688,6528,666,1526,5282,647,1988,4839,663,1432,5278,651,83
4368,28.0,M,MN,1501,1629,484,1443,1326,465,3192,1144,464,2636,1134,476,1147,1076,487,1521,1007,507,1100,1144,500,128
4369,30.0,M,MN,1588,2561,511,1494,1810,481,3285,1534,477,2835,2059,512,1256,2112,533,1706,2341,569,1186,2073,539,123
4370,34.0,M,MN,1959,7271,631,2359,8727,760,5059,8468,735,2586,968,467,1081,609,458,1465,745,489,1031,670,469,634
4371,37.0,M,MN,1275,352,411,1279,388,412,2818,324,410,2367,390,428,1042,418,442,1398,478,466,1046,773,476,9
4372,25.0,M,MN,1330,549,429,1323,561,426,2922,507,425,2415,488,436,1121,875,475,1572,1330,524,1153,1695,524,34
4373,21.0,M,MN,1393,855,449,1338,609,431,3024,671,439,2514,745,454,1109,779,470,1510,949,504,1130,1458,514,56
4374,21.0,M,MN,1561,2303,503,1552,2444,500,3417,2189,497,2797,1842,505,1288,2505,546,1818,3362,606,1189,2118,541,90
4375,19.0,M,MN,1502,1641,484,1500,1888,483,3397,2101,494,2837,2072,512,1311,2806,556,1847,3601,616,1224,2559,556,300
4376,59.0,M,MN,1545,2155,498,1541,2351,496,3580,3040,520,3313,4806,598,1478,4772,627,2001,4947,667,1463,5644,665,53
4377,19.0,M,MN,1475,1423,475,1461,1463,471,3201,1186,465,2646,1170,478,1138,1002,483,1529,1056,510,1084,1031,493,97
4378,32.0,M,MN,1338,568,431,1198,179,386,2746,243,399,2299,295,415,1016,330,431,1359,377,453,971,389,442,114
4379,26.0,M,MN,1346,588,434,1291,436,416,2841,372,413,2350,352,424,1022,347,433,1382,432,461,1000,493,455,70
4380,23.0,M,MN,1589,2574,512,1559,2518,502,3417,2181,497,2730,1521,493,1154,1117,489,1426,594,476,1008,535,458,352
4381,27.0,M,MN,1331,550,429,1306,480,421,2830,349,411,2347,345,424,1023,357,434,1363,385,455,1070,936,487,44
4383,43.0,M,MN,1433,1050,462,1401,946,451,3141,989,457,2554,843,461,1100,723,467,1490,850,497,1042,744,474,44
4386,37.0,M,MN,1158,130,373,1186,165,382,2692,198,391,2472,617,446,1242,1972,527,1739,2659,580,1131,1469,514,8
4389,49.0,M,MN,1504,1656,484,1505,1937,485,3469,2426,504,3276,4591,592,1418,4119,601,1871,3818,624,1225,2573,557,124
4390,49.0,M,MN,1385,810,446,1383,865,446,3094,891,450,2693,1348,486,1170,1281,496,1441,643,481,1003,509,456,62
4391,28.0,M,MN,1509,1709,486,1469,1531,473,3302,1597,480,2782,1783,503,1180,1350,501,1539,1125,513,1132,1477,515,86
4392,39.0,M,MN,1463,1331,471,1444,1335,465,3230,1337,469,2671,1259,482,1216,1709,516,1687,2180,563,1725,7683,784,46
4393,52.0,M,MN,1237,229,398,1225,227,395,2770,268,403,2317,309,419,1031,380,437,1548,1179,516,1148,1633,522,12
4394,27.0,M,MN,1404,911,452,1415,1047,456,3091,885,449,2666,1245,482,1178,1338,500,1613,1594,538,1227,2597,558,30
4395,31.0,M,MN,1675,3654,540,1594,2992,513,3472,2447,505,2788,1804,504,1215,1697,515,1605,1535,535,1169,1873,531,102
4396,36.0,M,MN,1597,2649,514,1567,2613,505,3439,2286,500,2838,2075,513,1233,1885,523,1607,1555,536,1080,1002,491,58
4397,36.0,M,MN,1327,542,427,1277,379,411,2836,361,412,2317,310,419,998,283,423,1335,298,445,970,381,441,36
4399,28.0,M,MN,1558,2278,502,1533,2241,494,3447,2332,501,2924,2536,528,1412,4051,599,1992,4879,664,1282,3312,583,98
4401,29.0,M,MN,1296,424,418,1333,599,429,2962,579,431,2467,604,446,1134,974,481,1737,2637,579,1237,2733,563,9
4402,43.0,M,MN,1353,611,436,1329,582,428,2937,537,427,2379,414,430,1019,338,432,1327,286,443,942,294,428,68
4403,49.0,M,MN,1433,1046,461,1426,1126,459,3207,1243,466,2593,993,468,1132,957,480,1597,1493,533,1181,2025,537,81
4404,44.0,M,MN,1905,6742,613,1847,6314,595,4049,5816,588,3395,5215,613,1591,5921,675,2200,6400,734,1552,6557,706,435
4405,40.0,M,MN,1503,1645,484,1474,1567,475,3345,1785,486,2691,1337,486,1236,1900,524,2182,6297,728,1267,3128,576,107
4406,30.0,M,MN,1254,284,404,1243,282,400,2769,266,403,2229,221,403,974,215,413,1323,279,441,963,363,438,10
4407,29.0,M,MN,1297,434,418,1242,280,400,2779,275,404,2231,223,403,971,213,412,1294,237,432,909,194,414,30
4408,46.0,M,MN,1519,1853,489,1493,1791,481,3376,1982,491,2895,2370,523,1343,3236,570,1866,3771,622,1370,4449,623,96
4409,49.0,M,MN,1497,1587,482,1465,1496,472,3278,1500,476,2601,1025,470,1133,968,481,1546,1167,516,1085,1048,494,90
4410,47.0,M,MN,1267,322,408,1274,367,410,2804,302,408,2315,306,418,1036,398,439,1425,591,475,1097,1128,499,9
4411,41.0,M,MN,1350,601,435,1381,844,445,3089,878,449,2552,839,461,1162,1198,493,1688,2193,563,1183,2049,538,80
4412,53.0,M,MN,1534,2047,494,1481,1627,477,3316,1656,482,2789,1808,504,1262,2171,535,1735,2618,579,1272,3198,579,107
4413,32.0,M,MN,1735,4676,559,1651,3647,532,4069,5910,591,3991,7449,721,1982,8196,840,2445,7617,815,1644,7233,748,629
4415,30.0,M,MN,1511,1724,487,1498,1868,483,3375,1957,490,3028,3165,547,1728,6976,733,2209,6455,737,1428,5223,649,101
4416,42.0,M,MN,1508,1698,486,1492,1776,481,3290,1554,478,2726,1497,492,1213,1668,514,1737,2644,579,1262,3064,574,104
4417,60.0,M,MN,1577,2452,508,1622,3307,522,3532,2803,513,2915,2475,526,1278,2375,542,1706,2346,569,1188,2096,540,133
4418,28.0,M,MN,1266,316,408,1279,389,412,2847,381,414,2369,395,428,1051,456,446,1503,916,501,1048,787,477,18
4420,32.0,M,MN,1326,539,427,1330,584,428,2913,473,424,2384,425,431,1253,2068,531,1596,1482,532,1109,1227,504,12
4421,57.0,M,MN,1446,1175,466,1438,1281,463,3202,1197,465,2689,1329,486,1347,3284,571,1793,3143,598,1227,2609,558,52
4422,29.0,M,MN,1465,1356,472,1455,1411,469,3278,1503,477,2852,2156,515,1063,509,451,1400,484,467,986,433,448,75
4424,29.0,M,MN,1532,2032,494,1520,2118,490,3384,2042,492,3594,6150,649,2297,8785,974,3079,8801,1027,2434,8841,1106,64
4426,29.0,M,MN,1726,4417,556,1673,3975,539,3710,3891,539,3081,3514,556,1311,2809,556,1680,2123,560,1211,2406,551,324
4428,51.0,M,MN,1765,5124,568,1726,4862,556,3830,4682,557,3278,4599,592,1414,4076,600,1869,3805,623,1360,4313,618,410
4429,39.0,M,MN,1587,2551,511,1538,2317,495,3406,2136,495,2760,1683,499,1221,1754,518,1666,2007,556,1132,1475,515,71
4430,31.0,M,MN,1468,1374,473,1454,1406,468,3313,1640,482,2929,2557,529,1264,2195,536,2543,7967,848,1815,8106,825,47
4431,52.0,M,MN,1390,835,448,1372,798,442,3112,938,452,2668,1251,482,1433,4297,608,1802,3231,601,1344,4095,611,22
4432,41.0,M,MN,1755,4981,565,1747,5151,563,4176,6394,607,4002,7464,723,2110,8560,895,2310,7058,770,1781,7939,810,76
4433,57.0,M,MN,1842,6116,593,1784,5563,575,4003,5601,582,3369,5099,608,1494,4951,634,1993,4884,665,1405,4943,639,137
4434,25.0,M,MN,1333,552,429,1284,414,414,2867,404,417,2360,380,426,1027,366,436,1449,667,483,1085,1045,494,15
4435,42.0,M,MN,1301,468,419,1309,510,422,2913,468,423,2352,362,425,995,271,422,1439,636,480,1084,1033,493,12
4436,28.0,M,MN,1556,2269,501,1511,2018,487,3377,1986,491,2737,1554,494,1161,1187,493,1695,2248,565,1172,1916,533,39
4437,49.0,M,MN,1449,1209,467,1440,1307,464,3208,1250,466,2573,900,465,1141,1027,484,1622,1668,541,1075,971,489,58
4438,63.0,M,MN,1973,7371,635,2038,7865,656,4513,7544,656,3908,7224,706,1643,6380,697,2143,6053,715,1457,5564,662,99
4439,22.0,M,MN,1481,1474,477,1490,1738,480,3360,1849,488,2920,2506,527,1312,2822,556,1825,3417,609,1285,3360,584,94
4442,32.0,M,MN,1639,3108,528,1669,3899,538,3853,4831,560,3374,5126,609,1530,5310,649,2032,5196,678,1460,5607,664,304
4445,41.0,M,MN,1451,1237,467,1438,1276,463,3199,1173,465,2591,984,468,1120,863,475,1516,980,506,1111,1263,505,48
4446,34.0,M,MN,1669,3552,537,1653,3678,532,3717,3970,540,3851,7065,695,1684,6692,714,2173,6255,725,1503,6093,683,330
4447,58.0,M,MN,1542,2114,497,1518,2090,489,3411,2166,496,2795,1832,505,1237,1921,525,1656,1912,552,1213,2427,552,77
4449,42.0,M,MN,1419,984,457,1404,964,452,3132,973,455,2532,793,457,1090,660,463,1412,526,471,1016,584,462,42
4450,47.0,M,MN,1559,2296,502,1585,2881,511,3715,3953,540,3516,5825,635,1655,6485,702,2367,7334,789,1636,7172,744,40
4451,27.0,M,MN,1447,1189,466,1442,1315,464,3196,1153,464,2644,1163,477,1328,3037,563,1837,3507,613,1241,2791,564,69
4453,41.0,M,MN,1546,2158,498,1560,2527,503,3384,2044,492,2774,1740,501,1217,1713,516,1493,868,498,1079,999,491,84
4455,48.0,M,MN,1507,1694,486,1559,2515,502,3492,2550,507,2850,2140,515,1282,2431,544,1895,4032,632,1347,4135,612,89
4456,26.0,M,MN,1269,337,409,1228,239,396,2666,187,388,2680,1285,484,1317,2899,558,1769,2951,590,1253,2942,570,20
4457,65.0,M,MN,2090,8180,673,2315,8677,745,5156,8569,749,4604,8503,831,2064,8443,875,2933,8744,978,2059,8712,936,41
4458,35.0,M,MN,1553,2226,500,1530,2209,493,3433,2266,499,2990,2898,540,1312,2838,557,1704,2328,568,1126,1424,512,47
4459,42.0,M,MN,1306,486,421,1248,296,402,2740,236,398,2328,319,421,1013,324,430,1306,251,436,913,202,415,27
4460,31.0,M,MN,1927,6984,621,2424,8798,781,4725,7979,687,4777,8653,862,2350,8807,996,2485,7778,829,1671,7391,760,116
4461,42.0,M,MN,1735,4685,559,1709,4530,550,3793,4504,551,3368,5094,608,1738,7041,737,2323,7120,775,1542,6468,701,449
4462,45.0,M,MN,1452,1253,468,1428,1148,460,3139,985,456,2529,783,457,1106,760,469,1453,688,485,1028,647,468,58
4463,39.0,M,MN,1444,1149,465,1437,1250,463,3204,1222,466,2581,928,466,1100,719,467,1533,1078,511,1109,1226,504,52
4464,48.0,M,MN,1444,1161,465,1437,1236,463,3204,1215,466,2832,2045,512,1350,3318,573,1731,2579,577,1324,3830,602,51
4465,62.0,M,MN,1594,2628,514,1561,2537,503,3492,2554,508,2835,2060,512,1231,1857,522,1628,1704,543,1156,1728,526,89
4466,44.0,M,MN,1520,1872,490,1497,1853,482,3375,1953,490,2740,1581,495,1168,1262,496,1613,1595,538,1279,3278,582,92
4467,23.0,M,MN,1298,442,418,1307,485,421,2915,490,424,2386,427,431,1121,871,475,1567,1309,523,1067,918,485,13
4468,26.0,M,MN,1392,846,448,1422,1101,458,3086,865,449,2459,575,444,1068,540,453,1380,424,460,943,301,429,348
4469,42.0,M,MN,1715,4215,552,1764,5353,568,4154,6293,604,3662,6449,661,1591,5919,675,2120,5901,707,1405,4948,639,545
4470,31.0,M,MN,1274,350,410,1280,392,412,2756,254,401,2248,234,406,990,249,420,1247,162,416,881,136,401,9
4472,33.0,M,MN,1251,273,403,1255,313,404,2826,338,411,2411,478,435,1102,742,468,1541,1140,514,1184,2053,538,8
4473,30.0,M,MN,1321,521,426,1274,368,410,2876,415,418,2361,382,426,1026,364,435,1423,586,475,955,342,434,53
4474,26.0,M,MN,1444,1158,465,1433,1181,462,3198,1172,465,2578,915,466,1098,704,466,1411,522,471,1037,705,472,60
4475,63.0,M,MN,1626,2937,524,1633,3429,526,3618,3246,526,3235,4315,584,1617,6169,686,2311,7059,771,1796,8003,816,55
4477,48.0,M,MN,1444,1164,465,1399,939,451,3101,907,451,2499,691,451,1111,788,471,1538,1110,513,1132,1482,515,27
4480,21.0,M,MN,1280,375,412,1301,466,419,2916,497,424,2358,378,426,994,263,422,1266,186,422,923,228,420,31
4481,51.0,M,MN,1468,1375,473,1492,1775,481,3255,1420,473,2755,1656,498,1201,1554,510,1574,1347,525,1325,3852,603,44
4482,30.0,M,MN,1109,89,357,1126,99,363,2505,97,364,2143,147,387,961,181,408,1384,440,462,985,431,448,4
4483,52.0,M,MN,1395,866,449,1406,976,453,3235,1347,470,2648,1175,478,1120,867,475,1534,1083,512,1148,1636,522,35
4484,19.0,M,MN,1221,206,393,1218,216,392,2676,192,389,2233,227,403,986,242,418,1368,394,456,949,320,431,23
4485,41.0,M,MN,1594,2620,513,1517,2078,489,3439,2281,500,3007,3037,543,1315,2880,558,1772,2970,591,1282,3309,583,30
4487,27.0,M,MN,1543,2127,497,1485,1661,478,3252,1405,473,2616,1077,473,1111,794,471,1530,1062,510,1155,1722,525,134
4491,34.0,M,MN,1521,1876,490,1437,1257,463,3183,1121,463,2590,983,468,1131,949,480,1479,792,493,1065,903,484,68
4492,21.0,M,MN,1216,196,392,1233,254,397,2727,220,396,2248,235,406,995,274,422,1350,331,450,972,392,442,21
4495,26.0,M,MN,1608,2763,518,1571,2674,506,3531,2799,513,3085,3539,557,1237,1911,525,1735,2623,579,1150,1660,523,290
4496,34.0,M,MN,1094,76,353,1080,65,348,2468,82,359,2212,201,400,1096,689,465,1492,859,498,921,224,419,9
4498,50.0,M,MN,1780,5348,573,1632,3414,526,3877,4951,563,3357,5044,606,1438,4357,610,2082,5586,694,1405,4942,639,60
4499,40.0,M,MN,1288,389,415,1265,339,407,2817,323,409,2304,298,416,1016,328,431,1492,863,498,1090,1071,496,22
4501,33.0,M,MN,1272,347,410,1285,417,414,2895,431,421,2510,736,453,1143,1044,485,1500,900,500,1010,550,459,38
4502,29.0,M,MN,1675,3652,539,1773,5445,571,3996,5574,581,3441,5443,621,1556,5588,660,2015,5079,672,1294,3470,589,289
4503,25.0,M,MN,1602,2712,516,1625,3336,523,3582,3056,521,2999,2966,542,1305,2746,554,1709,2380,570,1263,3082,574,105
4504,25.0,M,MN,1637,3074,527,1588,2914,511,3632,3338,528,3530,5881,638,1578,5808,669,2308,7038,770,1532,6355,696,557
4505,30.0,M,MN,1452,1256,468,1440,1303,464,3652,3453,531,3698,6583,668,1552,5544,658,2071,5500,691,1308,3635,595,47
4506,65.0,M,MN,1797,5564,579,1724,4831,555,4034,5750,586,4221,7943,762,2298,8787,975,2905,8724,969,1918,8470,872,133
4508,40.0,M,MN,1569,2372,505,1520,2115,490,3387,2054,492,2900,2391,524,1267,2233,537,1851,3653,617,1306,3608,594,75
4509,56.0,M,MN,1531,2014,493,1497,1845,482,3273,1484,476,2627,1103,475,1141,1024,484,1527,1046,509,1060,874,482,59
4510,30.0,M,MN,1867,6366,601,1782,5543,574,3954,5329,575,3474,5612,627,1532,5328,650,2002,4962,668,1447,5451,658,623
4511,43.0,M,MN,1537,2072,495,1518,2100,489,3553,2890,516,2774,1736,501,1188,1421,504,1570,1322,524,1136,1518,517,93
4512,23.0,M,MN,1710,4154,551,1657,3740,534,4131,6193,600,3470,5589,627,1562,5644,663,2009,5035,670,1487,5934,676,415
4515,37.0,M,MN,1369,684,441,1367,736,440,3077,852,447,2683,1300,485,1116,838,474,1549,1190,517,1202,2282,547,40
4516,53.0,M,MN,1555,2253,501,1515,2053,488,3579,3038,520,3293,4689,595,1439,4359,610,1924,4300,642,1306,3606,594,128
4517,30.0,M,MN,1088,62,350,1082,72,349,2452,78,356,1985,67,359,892,96,378,1191,107,397,874,127,398,14
4518,39.0,F,MN,2174,8517,700,2315,8678,746,5109,8520,742,4678,8569,845,1728,6974,733,2418,7521,806,1865,8305,848,632
4521,23.0,F,MN,1431,1033,461,1434,1186,462,3203,1203,466,2526,775,456,1066,531,452,1384,441,462,999,489,454,65
4522,29.0,F,MN,1643,3163,529,1601,3060,516,3618,3247,526,3292,4682,595,1598,5999,678,2060,5411,687,1431,5276,651,126
4523,37.0,F,MN,1763,5096,568,1640,3502,528,3686,3660,536,3295,4704,595,1637,6321,694,2619,8207,873,1672,7403,760,318
4524,41.0,F,MN,1657,3396,534,1635,3458,527,3765,4331,547,3221,4267,582,1370,3576,581,1745,2720,582,1230,2642,559,133
4525,35.0,F,MN,1543,2130,497,1542,2357,497,3534,2811,514,3050,3318,551,1251,2059,531,1712,2394,571,1170,1904,532,116
4527,21.0,F,MN,1595,2634,514,1611,3185,519,3740,4174,544,3417,5302,617,1567,5687,665,2024,5150,675,1413,5041,643,358
4528,41.0,F,MN,1641,3133,529,1592,2970,513,3524,2768,512,3156,3956,570,1400,3933,594,1792,3136,598,1203,2299,547,307
4531,26.0,F,MN,1637,3070,527,1606,3123,517,3623,3287,527,3190,4111,576,1418,4116,601,1908,4148,636,1503,6101,684,273
4532,24.0,F,MN,1514,1772,488,1497,1847,482,3375,1955,490,2730,1523,493,1138,1006,483,1473,772,491,972,394,442,98
4534,24.0,F,MN,1359,640,438,1366,730,440,3058,811,445,2436,524,440,1013,322,430,1327,287,443,968,378,440,19
4535,22.0,F,MN,1369,687,441,1359,703,438,3023,668,439,2396,448,433,997,280,423,1270,196,424,888,149,404,34
4537,30.0,F,MN,1545,2156,498,1505,1938,485,3765,4327,547,4193,7897,757,1851,7670,785,2258,6736,753,1653,7285,751,62
4538,40.0,F,MN,1593,2617,513,1523,2145,491,3325,1693,483,2703,1368,488,1187,1409,504,1657,1922,553,1269,3143,577,125
4539,41.0,F,MN,1388,819,447,1365,722,440,3189,1135,463,2872,2261,519,1302,2715,552,1840,3538,614,1342,4075,610,34
4540,28.0,F,MN,1464,1344,471,1463,1479,471,3221,1306,468,2664,1240,481,1175,1318,498,1547,1177,516,1079,995,491,89
4541,38.0,F,MN,1530,2003,493,1532,2229,493,3378,1992,491,2787,1802,503,1223,1770,519,1563,1284,521,1058,859,481,83
4542,37.0,F,MN,1630,2985,525,1563,2563,504,3344,1783,486,2885,2331,521,1323,2984,561,1723,2506,575,1274,3208,579,309
4544,41.0,F,MN,1623,2906,523,1582,2833,510,3409,2148,495,2817,1938,509,1236,1901,524,1657,1924,553,1169,1881,532,81
4545,21.0,F,MN,1445,1173,466,1412,1021,455,3144,999,457,2530,789,457,1065,527,452,1398,476,466,1036,702,471,41
4547,28.0,M,MN,1312,502,423,1340,617,432,2828,345,411,2183,184,394,923,131,392,1257,176,419,974,396,443,24
4548,28.0,F,MN,1505,1671,485,1502,1902,484,3341,1764,486,2810,1909,508,1343,3239,570,1735,2622,579,1258,3020,572,61
4549,41.0,F,MN,1524,1927,491,1497,1857,482,3340,1762,486,2754,1653,497,1207,1603,512,1617,1638,539,1140,1561,518,146
4550,20.0,F,MN,1730,4538,557,1707,4493,550,3674,3581,534,2964,2752,535,1274,2319,540,1731,2578,577,1148,1637,522,422
4552,25.0,F,MN,1986,7493,640,2010,7671,647,5020,8439,729,5072,8788,916,2507,8831,1063,2346,7226,782,1686,7482,767,580
4555,42.0,F,MN,1646,3195,530,1633,3419,526,3738,4159,543,2998,2955,541,1276,2337,541,1667,2013,556,1162,1796,528,106
4556,43.0,F,MN,1527,1975,492,1515,2050,488,3390,2068,493,2997,2950,541,1548,5499,657,2053,5351,685,1250,2903,568,95
4557,40.0,F,MN,1650,3261,531,1572,2686,506,3560,2934,517,3082,3522,557,1457,4560,618,1867,3788,623,1255,2978,571,306
4558,36.0,F,MN,2114,8331,681,1961,7367,632,4512,7542,656,3912,7240,706,1615,6157,685,2128,5949,710,1435,5316,653,637
4559,34.0,F,MN,1537,2073,495,1527,2186,492,3379,2013,491,2766,1711,500,1205,1578,511,1607,1557,536,1124,1409,511,115
4561,33.0,F,MN,1526,1956,491,1544,2381,497,3509,2685,510,2946,2652,532,1266,2218,537,1731,2580,577,1201,2264,546,49
4562,24.0,F,MN,1606,2739,517,1602,3075,516,3541,2840,515,2823,1983,510,1205,1582,511,1619,1648,540,1167,1849,531,278
4564,33.0,F,MN,1502,1638,484,1502,1914,484,3800,4543,552,3474,5611,627,1421,4154,603,2119,5891,707,1447,5444,658,116
4565,30.0,F,MN,1346,584,433,1366,731,440,3053,797,444,2501,705,452,1067,534,452,1426,592,476,1006,527,458,33
4566,24.0,F,MN,1586,2535,511,1556,2484,501,3610,3208,525,3206,4206,579,1453,4524,616,1947,4492,649,1347,4145,613,131
4572,24.0,F,MN,1775,5277,572,1694,4253,546,4189,6444,609,3697,6573,668,1746,7093,741,2050,5319,684,1408,4992,640,119
4574,37.0,F,MN,1385,812,446,1286,421,414,2806,309,408,2364,384,427,1112,798,472,1548,1183,516,1046,771,476,73
4575,32.0,F,MN,1635,3047,527,1537,2303,495,3441,2300,500,3160,3973,571,1428,4245,606,1957,4572,653,1822,8139,829,402
4577,31.0,F,MN,1488,1533,479,1477,1595,476,3238,1357,471,2663,1238,481,1155,1127,490,1526,1038,509,1100,1138,500,106
4578,32.0,F,MN,1905,6743,613,1874,6551,604,3974,5430,578,3258,4486,588,1380,3692,585,1901,4081,634,1422,5153,646,374
4580,49.0,F,MN,1626,2933,524,1572,2684,506,3487,2517,507,2777,1757,502,1168,1263,496,1505,925,502,1028,648,468,118
4581,24.0,F,MN,1738,4732,560,1730,4914,557,3860,4861,561,3201,4176,578,1429,4265,606,1782,3057,594,1195,2196,544,720
4583,35.0,F,MN,1406,917,453,1385,870,446,3147,1009,457,2713,1431,490,1222,1766,518,1675,2077,559,1203,2294,547,77
4584,35.0,F,MN,1505,1675,485,1483,1646,478,3292,1564,479,2640,1146,477,1105,754,469,1397,474,466,981,421,446,86
